origin_country,destination_country,passengers
Ireland,Finland,13
Mexico,Thailand,377
Australia,Belgium,345
New Zealand,Italy,315
Germany,South Africa,334
Malaysia,Mexico,355
Greece,Peru,201
Ghana,Peru,426
Hungary,Vietnam,55
Malaysia,Norway,100
Kenya,Australia,459
USA,Russia,83
Vietnam,Iraq,227
Singapore,Nigeria,353
Oman,Norway,35
Turkey,UAE,403
Egypt,Portugal,35
UK,Malaysia,172
Malaysia,Mexico,462
Thailand,Spain,369
Iraq,Iran,240
Sweden,Romania,211
Italy,Russia,432
Malaysia,Norway,84
Iraq,Indonesia,467
Australia,UK,249
China,Argentina,11
South Africa,Sweden,472
Portugal,Denmark,291
Iran,Czechia,188
Indonesia,Peru,143
Romania,Egypt,235
Italy,Belgium,212
Brazil,Oman,285
Norway,Czechia,396
UK,Turkey,112
New Zealand,Romania,493
Jordan,China,73
UAE,Ireland,403
Spain,South Korea,72
Egypt,Thailand,193
Israel,Canada,5
Mexico,Jordan,174
Sweden,Belgium,481
China,UAE,225
Qatar,Ghana,40
Argentina,South Africa,148
UAE,Portugal,451
Italy,Netherlands,171
Iran,India,11
Australia,Vietnam,426
Singapore,France,12
Germany,Saudi Arabia,112
Poland,Philippines,192
Portugal,Australia,456
Nigeria,UK,397
Singapore,Japan,283
Ukraine,Vietnam,175
Sweden,Mexico,203
Ireland,Brazil,155
Egypt,Ghana,442
Russia,Czechia,417
Sweden,Indonesia,69
Kenya,Canada,445
Ireland,New Zealand,402
Kenya,Colombia,425
Netherlands,Greece,250
France,Nigeria,68
Poland,Russia,220
Hungary,Jordan,407
Nigeria,Sweden,230
Russia,Netherlands,380
China,Peru,52
Malaysia,India,500
South Africa,India,303
Ireland,Australia,405
Saudi Arabia,Czechia,4
Greece,Argentina,169
Brazil,Oman,172
India,Greece,155
Egypt,Spain,265
Singapore,Qatar,218
Italy,Iraq,417
Indonesia,Oman,89
Canada,Saudi Arabia,181
China,UAE,215
South Korea,Russia,129
Nigeria,Spain,465
Argentina,Ireland,485
USA,South Africa,48
Mexico,Indonesia,396
Egypt,Israel,69
Argentina,Czechia,379
China,USA,489
UK,Brazil,116
Kenya,USA,238
China,Iraq,230
Kenya,Qatar,242
Indonesia,Israel,210
Malaysia,Vietnam,232
Oman,Greece,21
Oman,Vietnam,107
USA,Czechia,239
UAE,Hungary,305
Norway,South Korea,6
Kenya,Norway,172
Denmark,Canada,316
UAE,Hungary,138
China,Vietnam,55
South Africa,Norway,101
Romania,Ghana,380
Canada,Japan,261
Chile,Philippines,329
Germany,India,373
Ukraine,UK,17
China,Australia,401
Japan,Italy,362
Israel,Malaysia,364
Portugal,Canada,448
New Zealand,Colombia,388
Netherlands,Austria,209
Ireland,Switzerland,412
Sweden,Canada,226
Brazil,Canada,329
Ghana,Iran,317
UK,Germany,405
Colombia,Iran,185
Philippines,Spain,409
Canada,Finland,325
Peru,Spain,60
Mexico,Kenya,224
Spain,Turkey,444
Singapore,Austria,15
Egypt,Iraq,408
Israel,Ireland,269
Portugal,Hungary,435
Brazil,Austria,440
Greece,Qatar,301
Poland,Germany,293
Portugal,Argentina,168
Belgium,UK,366
Israel,Iran,31
Switzerland,Qatar,375
South Korea,Switzerland,34
Egypt,Peru,71
Denmark,Vietnam,22
Kenya,USA,441
Brazil,Saudi Arabia,20
Norway,Oman,409
Russia,Greece,274
Poland,Austria,453
Nigeria,Brazil,144
Vietnam,Belgium,208
Netherlands,Czechia,79
Spain,Mexico,65
Qatar,Colombia,425
India,Canada,307
France,Thailand,143
Iraq,Belgium,295
Austria,Argentina,59
Qatar,Japan,30
Hungary,India,65
Denmark,Turkey,224
Finland,Jordan,475
New Zealand,Qatar,328
South Korea,Indonesia,365
UK,France,166
Ukraine,Norway,280
Portugal,Greece,110
Thailand,Switzerland,84
Oman,Hungary,311
Switzerland,Poland,260
Oman,Jordan,418
Nigeria,Indonesia,465
South Korea,Qatar,344
Kenya,Canada,78
Saudi Arabia,Thailand,261
Norway,Spain,324
Portugal,Argentina,224
Kenya,Jordan,87
Qatar,Brazil,98
Romania,Italy,306
Philippines,Saudi Arabia,448
Canada,Ghana,478
Jordan,Canada,244
Saudi Arabia,USA,316
Brazil,Mexico,392
Vietnam,South Africa,203
Finland,Philippines,46
Colombia,Peru,465
Brazil,France,135
Norway,Malaysia,385
Norway,Czechia,89
Jordan,Australia,416
Germany,Colombia,341
France,New Zealand,497
UK,Jordan,494
Austria,Italy,417
Austria,Saudi Arabia,325
Peru,Malaysia,157
Peru,Germany,183
Denmark,Italy,404
Finland,Norway,223
Qatar,Netherlands,157
UK,Chile,52
USA,Ghana,431
Nigeria,Qatar,278
Israel,Chile,23
Saudi Arabia,Sweden,496
Norway,Nigeria,169
Japan,Austria,172
Singapore,Germany,215
Saudi Arabia,Jordan,151
Peru,South Africa,298
Chile,Ukraine,88
Ukraine,China,211
Switzerland,Ireland,483
Ukraine,Greece,368
Nigeria,France,139
Jordan,Norway,32
Australia,Italy,131
Oman,Saudi Arabia,497
Saudi Arabia,USA,305
UAE,USA,369
Mexico,Thailand,145
Russia,Kenya,101
Ghana,Spain,380
South Africa,Finland,348
Saudi Arabia,Singapore,425
Malaysia,Indonesia,323
Qatar,Germany,201
Poland,Malaysia,131
Ukraine,Ghana,151
Argentina,Ghana,322
Israel,South Korea,46
UAE,Thailand,462
Indonesia,Ireland,499
Switzerland,Colombia,368
Italy,Denmark,216
South Korea,Peru,240
Czechia,UK,337
Netherlands,Colombia,28
Hungary,Qatar,176
Ghana,Vietnam,37
Sweden,Hungary,306
Egypt,Japan,319
Kenya,South Korea,323
Hungary,Canada,281
Ukraine,Peru,321
UAE,Saudi Arabia,251
Ukraine,Jordan,405
Jordan,Australia,141
France,Thailand,289
Switzerland,Qatar,376
Mexico,Japan,47
Qatar,Singapore,34
Japan,Romania,208
Jordan,Indonesia,302
South Korea,New Zealand,29
Singapore,New Zealand,356
Norway,Turkey,266
Malaysia,Netherlands,251
Romania,Saudi Arabia,456
Turkey,China,350
UAE,Peru,102
Israel,Romania,146
Switzerland,Iran,289
Spain,India,399
Ukraine,Egypt,75
Australia,Spain,346
Brazil,Nigeria,284
UAE,Norway,383
Ghana,Germany,469
Colombia,Peru,136
UK,Austria,242
Germany,Canada,61
USA,Australia,386
Kenya,Chile,120
Iraq,Sweden,162
Sweden,Brazil,245
Malaysia,Singapore,410
Brazil,Switzerland,496
Saudi Arabia,USA,159
Vietnam,Portugal,295
Finland,Norway,175
Brazil,Czechia,438
South Africa,Hungary,261
Brazil,Italy,432
Ireland,Netherlands,98
Czechia,Qatar,366
UK,Switzerland,489
Japan,Thailand,172
Iran,Colombia,400
Vietnam,Ukraine,106
Russia,Saudi Arabia,487
Ukraine,South Korea,414
Nigeria,USA,399
Chile,Singapore,227
Hungary,Canada,117
South Korea,Ireland,193
Kenya,Denmark,277
Sweden,Portugal,344
Austria,Argentina,194
Jordan,Malaysia,3
Thailand,India,424
Netherlands,New Zealand,201
Denmark,Spain,21
Chile,Singapore,318
Turkey,Colombia,480
Malaysia,Jordan,453
UK,Peru,485
Netherlands,Portugal,50
Germany,Switzerland,214
Vietnam,Indonesia,239
Russia,Egypt,303
South Korea,Peru,114
USA,South Korea,470
UK,Colombia,72
Ghana,USA,285
Italy,Portugal,136
South Korea,USA,122
Austria,Australia,350
Russia,South Africa,124
Netherlands,Sweden,115
Portugal,Kenya,210
Spain,Ghana,481
Ghana,Nigeria,22
Turkey,Kenya,77
Qatar,Czechia,120
Thailand,Peru,369
Sweden,Austria,120
Turkey,France,66
Austria,Colombia,385
Denmark,France,295
Switzerland,Chile,411
Romania,Oman,289
Israel,France,486
Malaysia,Spain,455
Chile,Jordan,477
Norway,Egypt,148
Germany,Jordan,30
Brazil,Thailand,451
UAE,Ireland,334
Iran,Egypt,472
Oman,Qatar,30
Iraq,Ghana,444
Italy,Israel,420
Oman,UK,349
Nigeria,Peru,306
New Zealand,Ireland,296
Philippines,Brazil,350
Saudi Arabia,Nigeria,431
Poland,South Africa,294
Oman,Chile,282
Germany,South Korea,239
South Africa,Egypt,376
Ireland,Qatar,378
Brazil,USA,242
UAE,Egypt,102
Iraq,Japan,142
Czechia,Norway,271
Austria,Iraq,370
France,Nigeria,15
Russia,South Africa,397
Iran,Switzerland,351
Argentina,Canada,412
Philippines,Ghana,309
Philippines,Finland,143
France,Australia,256
Iraq,Qatar,141
Sweden,Jordan,455
Iran,Netherlands,378
Hungary,Singapore,419
UK,Nigeria,9
Argentina,Ukraine,404
UAE,Germany,206
Malaysia,Norway,75
Malaysia,Egypt,70
Indonesia,Switzerland,13
Portugal,India,213
Spain,Egypt,499
Philippines,Romania,339
Canada,Thailand,145
Israel,New Zealand,131
Colombia,Sweden,309
Spain,Belgium,43
Thailand,Denmark,384
Romania,Germany,313
Jordan,Singapore,27
Argentina,Thailand,398
Greece,Poland,216
South Africa,Switzerland,160
Egypt,China,92
Argentina,Finland,415
Iraq,Canada,429
Vietnam,Mexico,311
Kenya,New Zealand,147
Brazil,Russia,464
Ukraine,Greece,490
UK,Hungary,29
Canada,UK,3
Russia,Philippines,444
Egypt,Ghana,35
Oman,Jordan,444
Italy,Nigeria,446
Philippines,Denmark,52
Saudi Arabia,Malaysia,34
Iran,Singapore,433
Sweden,Spain,214
Colombia,Ukraine,273
Colombia,Canada,393
Italy,Jordan,316
South Africa,Sweden,152
Israel,Australia,62
Oman,Mexico,171
Germany,USA,286
Norway,China,403
Sweden,UAE,149
Indonesia,Netherlands,395
Sweden,Netherlands,443
Finland,China,5
Finland,South Africa,180
South Korea,Italy,381
Malaysia,Mexico,125
Oman,Russia,357
Austria,Brazil,374
UK,Netherlands,302
Peru,Oman,161
China,Peru,319
Greece,Finland,113
Israel,Hungary,468
Jordan,Austria,145
Ukraine,Austria,180
New Zealand,Germany,280
South Korea,Hungary,411
Austria,Portugal,62
Turkey,Japan,159
Austria,Mexico,259
USA,Australia,481
France,Greece,494
UAE,Colombia,332
Czechia,Argentina,64
Peru,Czechia,382
Spain,Vietnam,291
Thailand,Denmark,162
New Zealand,Israel,205
Australia,China,48
Spain,Peru,279
Singapore,Austria,268
Finland,Kenya,177
Qatar,Norway,402
Iraq,Austria,246
Argentina,Ukraine,394
Canada,Hungary,133
Colombia,Norway,379
UK,Mexico,100
Netherlands,Saudi Arabia,460
Chile,Denmark,320
Greece,Vietnam,250
Canada,Italy,417
Czechia,Colombia,145
Vietnam,China,393
Germany,Peru,490
South Africa,Iran,10
Hungary,Colombia,485
Colombia,Philippines,410
France,Germany,47
Iran,Kenya,158
South Korea,Sweden,171
Philippines,Greece,270
South Korea,New Zealand,205
Chile,India,237
Egypt,Denmark,55
Australia,Denmark,313
Thailand,Chile,339
Vietnam,Thailand,359
Qatar,Ghana,435
Iran,France,313
Belgium,Portugal,398
Ukraine,Argentina,10
Saudi Arabia,Czechia,294
Hungary,Philippines,471
Poland,Philippines,415
Switzerland,New Zealand,199
New Zealand,Greece,324
Mexico,Chile,53
Kenya,Greece,219
Argentina,Brazil,431
Kenya,Australia,207
Iran,Oman,71
Iran,Norway,292
South Africa,Germany,33
China,Ukraine,62
Iran,Sweden,450
Egypt,Philippines,374
Israel,Nigeria,268
Australia,Saudi Arabia,329
Australia,Peru,266
Egypt,UAE,499
Poland,Kenya,396
Australia,Norway,285
Kenya,Portugal,299
Spain,Italy,32
Jordan,Austria,429
Greece,Australia,425
Japan,Poland,268
Iran,Greece,302
China,Greece,418
Ukraine,Sweden,242
Australia,Vietnam,14
Singapore,Austria,274
Argentina,Belgium,307
Canada,Turkey,195
Malaysia,Russia,308
Peru,Ukraine,98
Ireland,Spain,187
UAE,Denmark,147
Romania,Switzerland,115
Philippines,Netherlands,58
Jordan,Romania,250
Greece,Iraq,341
South Africa,Norway,398
Sweden,Thailand,147
Austria,Japan,165
Egypt,Russia,42
Italy,Ghana,232
Turkey,Germany,58
Sweden,Netherlands,109
Chile,Indonesia,294
India,Italy,207
UK,Spain,346
Romania,Egypt,25
South Korea,Oman,7
France,Argentina,327
Oman,Austria,4
Jordan,Denmark,453
Nigeria,South Korea,363
Spain,Brazil,3
France,South Korea,417
Singapore,Saudi Arabia,274
France,Germany,116
Egypt,Romania,479
Nigeria,Indonesia,468
South Korea,Norway,342
Iran,Switzerland,62
South Korea,Qatar,110
Ireland,Canada,403
Colombia,South Korea,108
Oman,Germany,220
India,Argentina,85
New Zealand,Greece,49
Egypt,Greece,62
Malaysia,Iraq,30
Iran,Indonesia,306
Egypt,UAE,293
Czechia,Switzerland,13
Netherlands,Vietnam,168
Thailand,Netherlands,152
Belgium,Australia,87
Kenya,Colombia,149
Canada,India,22
Singapore,Jordan,290
Brazil,Iraq,46
Oman,Nigeria,213
Peru,UK,410
Brazil,Nigeria,264
Ghana,Russia,448
Greece,Turkey,445
Iraq,Colombia,280
Nigeria,Thailand,68
USA,China,347
South Korea,USA,158
Turkey,Iraq,315
Finland,Czechia,7
India,Chile,365
Vietnam,Kenya,290
Russia,Japan,177
Brazil,USA,167
Austria,Brazil,13
South Korea,Iraq,499
Ukraine,UAE,441
Finland,Indonesia,427
Singapore,Chile,161
Peru,Egypt,220
Greece,Argentina,256
Singapore,Malaysia,353
Norway,Egypt,469
Philippines,Sweden,304
Portugal,Finland,287
Switzerland,Saudi Arabia,244
South Korea,Nigeria,8
Australia,Romania,273
USA,Sweden,299
Norway,South Korea,176
Colombia,Saudi Arabia,48
Israel,Romania,339
New Zealand,Argentina,199
Belgium,Finland,464
Romania,Switzerland,227
Chile,Turkey,165
Iran,UK,303
Peru,Ghana,425
China,Philippines,88
Romania,Finland,163
Philippines,Malaysia,489
Russia,Argentina,104
South Korea,USA,410
Switzerland,India,321
Colombia,UK,321
Iran,Canada,233
Malaysia,Germany,254
Italy,Argentina,69
Mexico,France,312
Switzerland,Ghana,52
France,Malaysia,56
Egypt,Kenya,163
Romania,Mexico,443
Norway,UK,157
Austria,Malaysia,112
Portugal,Argentina,412
Poland,Vietnam,29
Saudi Arabia,Nigeria,30
Peru,Greece,185
Czechia,Canada,156
Czechia,Ukraine,282
Belgium,Egypt,8
Australia,Austria,498
Ireland,South Africa,174
France,Italy,457
Russia,Finland,19
Turkey,Romania,323
Austria,Russia,163
Sweden,Switzerland,268
Switzerland,India,236
Netherlands,Italy,317
Singapore,Indonesia,132
Peru,Finland,409
Egypt,South Africa,246
Turkey,Belgium,362
Egypt,Denmark,281
Russia,Japan,437
France,Poland,496
Germany,Kenya,24
Czechia,USA,178
Ukraine,Iraq,60
Ghana,Philippines,158
Mexico,Ukraine,156
South Korea,Vietnam,10
Egypt,Singapore,442
Canada,Jordan,130
Qatar,Hungary,382
South Korea,Philippines,317
Norway,Kenya,472
USA,Japan,198
Chile,Italy,199
USA,Brazil,467
Poland,China,17
Spain,Russia,200
Turkey,Japan,14
Australia,Russia,109
Denmark,Czechia,364
Netherlands,Jordan,393
Denmark,Netherlands,35
Ukraine,Malaysia,92
Finland,Vietnam,152
Indonesia,Saudi Arabia,351
Malaysia,Nigeria,139
Iraq,Ireland,317
Canada,New Zealand,377
Czechia,Switzerland,112
Qatar,Portugal,295
Romania,Russia,343
China,Germany,443
Portugal,Jordan,121
Chile,Norway,201
Hungary,Australia,448
France,USA,236
Egypt,UK,102
Singapore,Ukraine,245
Oman,Sweden,178
Iran,Switzerland,82
Belgium,Egypt,96
Iraq,Romania,181
Canada,Chile,11
Austria,Singapore,447
Germany,Belgium,25
Poland,France,166
Austria,South Africa,52
Saudi Arabia,Italy,250
Czechia,Sweden,446
Finland,Sweden,264
Ukraine,Chile,429
Argentina,China,35
Portugal,South Africa,404
Israel,Switzerland,289
Turkey,Kenya,300
Brazil,Iran,40
Ireland,Ukraine,479
Australia,Switzerland,318
Mexico,China,284
Spain,Vietnam,202
Netherlands,Belgium,234
Portugal,Mexico,133
Denmark,Japan,306
South Korea,China,80
Canada,Norway,473
China,Sweden,482
Portugal,Chile,445
Belgium,New Zealand,217
Poland,Canada,377
Kenya,Spain,234
Ghana,Thailand,295
UAE,Brazil,1
Nigeria,Canada,222
Belgium,Philippines,322
Malaysia,Spain,290
Ghana,Jordan,318
Austria,Sweden,450
Brazil,Austria,425
Norway,Italy,178
Chile,Argentina,437
Belgium,Oman,263
Chile,Ghana,319
Indonesia,Israel,29
Argentina,India,306
Australia,Jordan,279
Qatar,Israel,338
Saudi Arabia,Switzerland,199
Indonesia,France,442
Iraq,Mexico,62
UK,Canada,93
Belgium,Austria,307
Sweden,India,180
Mexico,Switzerland,136
Czechia,New Zealand,245
Romania,Denmark,325
Iran,India,276
Thailand,Hungary,288
Malaysia,Czechia,64
UAE,South Africa,443
China,Russia,166
New Zealand,Turkey,342
Poland,Spain,331
Philippines,Singapore,427
India,Philippines,79
Spain,Ukraine,451
Hungary,USA,237
Brazil,Romania,289
Kenya,Canada,365
USA,Ghana,208
Egypt,Philippines,202
UAE,Czechia,339
Oman,China,12
Saudi Arabia,Czechia,411
China,Oman,356
Belgium,Colombia,405
Argentina,Canada,58
Spain,Iran,260
Peru,Germany,18
Iraq,Brazil,447
Argentina,Portugal,309
Hungary,Romania,52
China,Mexico,80
USA,South Africa,415
Qatar,Ireland,141
Israel,Austria,46
Jordan,Poland,248
Romania,Austria,435
Singapore,Russia,267
France,Germany,97
Ukraine,Germany,146
Nigeria,Spain,148
USA,Russia,272
Nigeria,Denmark,34
Egypt,Ghana,397
UAE,Hungary,288
Spain,Iraq,86
Ghana,India,433
Argentina,Iran,458
Argentina,Malaysia,396
Finland,Canada,248
Belgium,Egypt,304
UK,Sweden,10
Germany,Italy,96
USA,Argentina,112
Philippines,Belgium,300
Indonesia,Switzerland,346
Vietnam,Germany,228
Belgium,China,121
Netherlands,Belgium,423
UAE,Russia,390
Australia,Romania,4
Thailand,India,485
Chile,Egypt,105
Norway,Israel,166
Italy,Kenya,176
Romania,China,202
India,Peru,7
New Zealand,Vietnam,276
Canada,Singapore,87
Egypt,Spain,102
Singapore,Ghana,318
Egypt,Switzerland,307
Belgium,Ghana,136
Malaysia,Hungary,251
South Africa,Germany,99
Portugal,Iran,412
New Zealand,Italy,252
UK,Czechia,342
Iraq,UAE,316
Australia,France,17
Oman,Belgium,230
Sweden,Italy,470
France,Ghana,471
Nigeria,Austria,274
Israel,UK,252
Singapore,UK,192
France,Saudi Arabia,461
Israel,Ukraine,435
Ukraine,Canada,60
China,Netherlands,111
Peru,Kenya,350
Oman,Malaysia,102
France,Austria,402
Brazil,Kenya,293
South Korea,UK,73
Colombia,South Africa,45
Switzerland,Australia,186
Qatar,Egypt,191
Israel,UAE,294
UK,Colombia,493
Italy,Belgium,465
Portugal,Spain,90
Canada,Netherlands,291
Indonesia,Switzerland,262
Netherlands,Finland,143
Greece,Argentina,166
Austria,Germany,60
Poland,Turkey,407
Thailand,Jordan,150
Switzerland,Ghana,171
Iraq,UK,392
South Africa,Ukraine,147
Denmark,Saudi Arabia,176
Saudi Arabia,Ghana,189
France,Ukraine,182
Russia,Norway,180
Philippines,Netherlands,103
Thailand,Colombia,246
Czechia,Mexico,300
Argentina,Vietnam,362
South Africa,Ireland,77
Canada,Kenya,90
Ghana,Finland,238
Chile,Australia,416
Norway,Netherlands,193
Greece,Egypt,99
Greece,Indonesia,42
Ireland,Colombia,402
USA,South Africa,145
Ghana,Saudi Arabia,434
Singapore,Romania,306
Qatar,Brazil,85
Germany,Brazil,482
Austria,Turkey,226
Malaysia,Thailand,69
Israel,Malaysia,444
Denmark,Brazil,441
UK,Hungary,126
Turkey,Singapore,138
UAE,Vietnam,187
Saudi Arabia,New Zealand,436
Qatar,India,13
Germany,Saudi Arabia,362
Saudi Arabia,Nigeria,493
Philippines,Egypt,121
Netherlands,Greece,16
Chile,Greece,177
Japan,Finland,153
Thailand,USA,403
Philippines,South Korea,171
Austria,Kenya,397
Spain,Norway,116
Argentina,Australia,420
China,Kenya,159
Japan,Oman,122
Brazil,Belgium,41
Saudi Arabia,Chile,325
Jordan,Norway,380
Netherlands,Italy,259
Greece,Nigeria,256
Kenya,France,200
Argentina,Colombia,93
Canada,Spain,438
Chile,Japan,237
France,Denmark,251
Vietnam,China,161
Sweden,Peru,199
Saudi Arabia,Australia,423
Kenya,Singapore,442
China,UAE,359
Austria,Turkey,9
Singapore,India,81
Iran,Belgium,192
France,Oman,484
Ireland,Jordan,428
Israel,USA,12
Netherlands,Finland,121
South Korea,Canada,79
Iran,Romania,118
France,Japan,260
UK,Sweden,103
Greece,Singapore,100
UAE,India,430
Switzerland,UAE,44
Chile,Indonesia,417
Turkey,Thailand,386
Kenya,Spain,247
Japan,Sweden,119
France,Finland,417
Ukraine,Sweden,231
Iraq,Czechia,255
Portugal,Thailand,470
Finland,Israel,122
South Korea,Saudi Arabia,443
Romania,Iran,432
India,Vietnam,471
Denmark,Netherlands,105
China,Germany,457
Belgium,Mexico,73
India,Romania,319
South Africa,Sweden,356
Czechia,South Korea,286
Qatar,Australia,203
Iraq,Malaysia,277
Australia,Saudi Arabia,310
Russia,Oman,252
Italy,Jordan,427
Greece,Romania,57
Chile,Finland,447
Argentina,Ireland,2
Egypt,Vietnam,80
Turkey,Colombia,314
Brazil,Israel,468
Oman,Qatar,383
Oman,Finland,496
Peru,Mexico,361
Portugal,Thailand,23
Germany,France,379
Peru,Greece,416
South Africa,USA,396
Brazil,China,83
Thailand,France,292
Switzerland,India,463
Nigeria,Netherlands,124
Russia,Poland,61
Turkey,Nigeria,425
Finland,Turkey,290
France,Sweden,53
Ghana,Romania,299
Switzerland,Kenya,232
Philippines,UAE,157
Canada,Norway,416
Colombia,South Africa,168
Greece,Italy,212
UAE,Chile,44
India,Greece,5
Brazil,Malaysia,390
New Zealand,Malaysia,18
Iran,Ireland,367
Ghana,Egypt,121
Romania,South Korea,275
Ukraine,Austria,482
Qatar,Brazil,52
Japan,Ghana,245
Qatar,Kenya,177
UK,Russia,425
Vietnam,Mexico,19
Argentina,Mexico,329
Qatar,Indonesia,111
UAE,Romania,103
Sweden,China,68
Romania,Norway,465
Indonesia,Peru,159
Ghana,Portugal,434
Saudi Arabia,Iran,350
Australia,Singapore,150
India,UK,225
Czechia,Iran,153
Vietnam,Switzerland,83
Saudi Arabia,Jordan,183
Thailand,Peru,312
Singapore,Kenya,133
Poland,Colombia,232
Colombia,Philippines,137
Malaysia,Nigeria,30
Argentina,Vietnam,280
Portugal,Ireland,154
Iraq,Belgium,372
Singapore,Austria,71
Turkey,Ukraine,181
Spain,Jordan,374
Jordan,Ghana,304
Switzerland,Colombia,196
Chile,South Africa,37
Colombia,Finland,15
Japan,Egypt,448
Brazil,Belgium,418
China,Finland,145
Finland,Netherlands,131
Portugal,Hungary,240
Norway,Sweden,61
Romania,South Korea,128
South Africa,Oman,404
New Zealand,Spain,179
Portugal,Russia,413
Sweden,Iraq,251
Belgium,Egypt,366
Czechia,Qatar,266
Ghana,Peru,298
New Zealand,Switzerland,17
Belgium,Romania,319
Malaysia,New Zealand,463
Saudi Arabia,Philippines,417
Italy,Qatar,269
Portugal,Peru,341
Argentina,Netherlands,176
China,Peru,88
Ghana,New Zealand,346
Jordan,South Africa,452
Egypt,Switzerland,401
Ireland,Chile,498
Saudi Arabia,Ukraine,300
New Zealand,Iraq,159
Ukraine,UAE,317
Hungary,USA,106
Switzerland,Peru,347
Argentina,Israel,340
New Zealand,Nigeria,175
Israel,Czechia,451
Oman,Italy,315
Mexico,Philippines,315
Argentina,Ghana,134
Ghana,South Africa,272
Nigeria,Turkey,264
Poland,Brazil,358
Colombia,Nigeria,139
Italy,Saudi Arabia,413
Peru,Oman,328
Brazil,UK,303
Vietnam,Czechia,73
Egypt,Qatar,184
Argentina,Ghana,411
Philippines,Colombia,56
Vietnam,Norway,32
New Zealand,Jordan,346
Ireland,Jordan,489
Czechia,Jordan,374
USA,Chile,152
Qatar,Egypt,399
Netherlands,Peru,352
China,Poland,190
Sweden,Austria,249
Netherlands,Iraq,412
China,Malaysia,332
UAE,Romania,73
Vietnam,Netherlands,471
Chile,Jordan,417
Greece,Finland,19
Italy,Malaysia,389
Sweden,Jordan,55
Ireland,South Korea,357
Spain,Oman,108
Poland,Ireland,85
Chile,Canada,279
Norway,Spain,123
Philippines,Canada,156
Italy,Brazil,474
Russia,Austria,440
Sweden,Jordan,418
Israel,Romania,477
Switzerland,Belgium,45
Germany,Ukraine,278
France,Romania,393
Vietnam,Canada,254
USA,Peru,63
Poland,Canada,95
Hungary,UAE,46
Peru,USA,120
South Korea,Vietnam,228
